State,Name,Address,City,PostalCode,Longitude,Latitude,LocationMassachusetts,New Bedford/Wings Court Farmers Market,"Wings Court,Union St. Downtown",New Bedford,2745,-70.9258222222,41.634325,"Wings Court,Union St. Downtown,New Bedford,Massachusetts 2745 (41.634325,-70.9258222222)"
Massachusetts,Down Island Farmers' Market,144 Beach Road,Vineyard Haven,2568,-70.59368,41.45617,"144 Beach Road Vineyard Haven,Massachusetts 2568 (41.45617,-70.59368)"
Massachusetts,Falmouth Farmers' Market,"Peg Noonan Park,Main St",Falmouth,2540,-70.61508,41.55221,"Peg Noonan Park,Main StFalmouth,Massachusetts 2540 (41.55221,-70.61508)"
Massachusetts,Northfield Farmers Market,"Trinitarian Congregational Church,Main Street",Northfield,1360,-72.44522,42.70742,"Trinitarian Congregational Church,Main StreetNorthfield,Massachusetts 1360 (42.70742,-72.44522)"
Massachusetts,Orange Farmers Market,"Butterfield Park,East River Street",Orange,1364,-72.3068638889,42.5877666667,"Butterfield Park,East River StreetOrange,Massachusetts 1364 (42.5877666667,-72.3068638889)"
Massachusetts,Greenfield Farmers Market,"Court Square,road next to Common & Town Hall",Greenfield,1376,-72.6007277778,42.5876388889,"Court Square,road next to Common & Town HallGreenfield,Massachusetts 1376 (42.5876388889,-72.6007277778)"
Massachusetts,Ashfield Farmers Market,Ashfield Town Common,Ashfield,1330,-72.7900888889,42.526125,"Ashfield Town CommonAshfield,Massachusetts 1330 (42.526125,-72.7900888889)"
Massachusetts,Lowell Farmers Market,"City Hall Plaza,50 Arcand Dr.",Lowell,1852,-71.30367,42.64482,"City Hall Plaza,50 Arcand Dr. Lowell,Massachusetts 1852 (42.64482,-71.30367)"
Massachusetts,Quincy Farmers' Market,Chestnut Street/Hancock Parking Lot.,Quincy,2169,-71.0012666667,42.2494611111,"Chestnut Street/Hancock Parking Lot.Quincy,Massachusetts 2169 (42.2494611111,-71.0012666667)"
Massachusetts,Middleboro Farmers Market,South Main St.,Middleboro,2346,-70.91091,41.89078,"South Main St.Middleboro,Massachusetts 2346 (41.89078,-70.91091)"
Massachusetts,Ware Farmers' Market,West Street next to CVS,Ware,1082,-72.3,42.22191,"West Street next to CVSWare,Massachusetts 1082 (42.22191,-72.3)"
Massachusetts,Tuesday Market,"Behind Thornes Marketplace,off Old South St.",Northampton,1060,-72.6304,42.31797,"Behind Thornes Marketplace,off Old South St.Northampton,Massachusetts 1060 (42.31797,-72.6304)"
Massachusetts,Easthampton Farmers Market,Union Plaza,Easthampton,1027,-72.6521194444,42.2567277778,"Union PlazaEasthampton,Massachusetts 1027 (42.2567277778,-72.6521194444)"
Massachusetts,Belchertown Farmers Market,Belchertown Common,Belchertown,1007,-72.40151,42.27794,"Belchertown CommonBelchertown,Massachusetts 1007 (42.27794,-72.40151)"
Massachusetts,Springfield Cooperative Farmers Market,158 Avocado Street,Springfield,1101,-72.60384,42.10332,"158 Avocado StreetSpringfield,Massachusetts 1101 (42.10332,-72.60384)"
Massachusetts,Springfield Farmers Market at the X,IN Forest Park' Cyr Arena parking lot,Springfield,1108,-72.56247,42.08039,"IN Forest Park' Cyr Arena parking lotSpringfield,Massachusetts 1108 (42.08039,-72.56247)"
Massachusetts,Westfield Farmers Market,47 Franklin Street,Westfield,1085,-72.7504,42.1253,"47 Franklin StreetWestfield,Massachusetts 1085 (42.1253,-72.7504)"
Massachusetts,Springfield/Mason Square Farmers Market,"Mason Sq. Health Center,11 Wilbraham Rd.",Springfield,1038,-72.56378,42.11093,"Mason Sq. Health Center,11 Wilbraham Rd.Springfield,Massachusetts 1038 (42.11093,-72.56378)"
Massachusetts,Brimfield at Hitchcock Academy,"Hitchcock Free Academy Community Center parking lot, 2 Brookfield Rd.",Brimfield,1010,-72.20009,42.12267,"Hitchcock Free Academy Community Center parking lot, 2 Brookfield Rd.Brimfield,Massachusetts 1010 (42.12267,-72.20009)"
Massachusetts,Groton Farmers Market,"160 Chicopee Row,Williams Barn",Groton,1450,-71.56117,42.62386,"160 Chicopee Row,Williams BarnGroton,Massachusetts 1450 (42.62386,-71.56117)"
Massachusetts,Dracut Farmers Market,"Dracut Historical Society,1660 Lakeview Ave.",,1826,-71.33625,42.67606,"Dracut Historical Society,1660 Lakeview Ave.Massachusetts 1826 (42.67606,-71.33625)"
Massachusetts,Waltham Farmers Market,"Sovereign Bank Parking Lot,Main & Moody St.",Waltham,2454,-71.23743,42.37567,"Sovereign Bank Parking Lot,Main & Moody St.Waltham,Massachusetts 2454 (42.37567,-71.23743)"
Massachusetts,Somerville/Union Square Farmers Market,66 Union Square,Somerville,2143,-71.09508,42.37957,"66 Union SquareSomerville,Massachusetts 2143 (42.37957,-71.09508)"
Massachusetts,Hopkinton Farmers Market,"Weston Nurseries,93 East Main,Route 135",Hopkinton,1748,-71.49868,42.2364,"Weston Nurseries,93 East Main,Route 135Hopkinton,Massachusetts 1748 (42.2364,-71.49868)"
Massachusetts,Attleboro Farms Farmer's Market,491 Hickory Road,North Attleboro,2760,-71.3692805556,41.96765,"491 Hickory RoadNorth Attleboro,Massachusetts 2760 (41.96765,-71.3692805556)"
